"name";"weight"
"Moisés Rodríguez";"1"
"Monchu";"1"
"Monir";"1"
"Monty";"1"
"More";"1"
"Moro";"1"
"Morros";"1"
"Mosè Opata";"1"
"Mourad";"1"
"Moussa";"2"
"Moyita";"1"
"Mujaid";"1"
"Munir";"2"
"Nabil";"3"
"Nachete";"1"
"Nacho";"34"
"Nacho García";"1"
"Nacho Gil";"1"
"Nacho López";"1"
"Nacho Pérez";"2"
"Nadjib";"1"
"Nahuel";"4"
"Naim García";"1"
"Nando";"3"
"Nando García";"1"
"Nané García";"1"
"Nani";"1"
"Nano";"1"
"Nano Mesa";"1"
"Narcís";"1"
"Natalio";"1"
"Nauzet";"2"
"Neco";"2"
"Nene";"1"
"Neskes";"1"
"Néstor";"7"
"Néstor Lucas";"1"
"Neyder";"1"
"Nicholas";"1"
"Nick";"2"
"Nico";"19"
"Nico González";"2"
"Nico Rodríguez";"1"
"Nico Sánchez";"1"
"Nicolai";"1"
"Nicolas";"3"
"Nicolás";"4"
"Niko";"2"
"Nil";"11"
"Nili Perdomo";"1"
"Nils";"2"
"Nino";"1"
"Ñito González";"1"
"Nizar";"1"
"Noah";"1"
"Noé";"1"
"Noel";"1"
"Noel López";"1"
"Nofre Riera";"1"
"Nono";"3"
"Norbert";"1"
"Nordin";"1"
"Nowend";"1"
"Ntji";"1"
"Nuha";"1"
"Nuhu";"1"
"Octavio";"1"
"Odei";"1"
"Oier";"10"
"Oier López";"1"
"Oihan";"4"
"Okolo";"1"
"Oli";"2"
"Óliver";"2"
"Olmo González";"1"
"Omar";"7"
"Oriol";"9"
"Oscar";"1"
"Óscar";"38"
"Òscar";"2"
"Óscar Fernández";"1"
"Óscar López";"2"
"Óscar Pinchi";"1"
"Ósky";"1"
"Osmar";"1"
"Oso";"1"
"Osvaldo";"2"
"Ot";"2"
"Oumar";"1"
"Ousmane";"2"
"Oussama";"1"
"Owen";"2"
"Pablo";"108"
"Pablo Becken";"1"
"Pablo Fernández";"1"
"Pablo García";"9"
"Pablo González";"1"
"Pablo López";"3"
"Pablo Martínez";"2"
"Pablo Pérez";"2"
"Pablo Ramón";"1"
