"name";"weight"
"Kenzo";"5"
"Kerem";"1"
"Kervens";"1"
"Keryann";"1"
"Kesley";"1"
"Kevin";"11"
"Kévin";"52"
"Kévine";"1"
"Kevy";"1"
"Kevyn";"1"
"Keyliane";"1"
"Keziah";"2"
"Kéziah";"1"
"Kézian";"1"
"Khader";"1"
"Khadim";"1"
"Khalil";"2"
"Khalil Liam";"1"
"Khalis";"1"
"Khamy";"1"
"Khays";"1"
"Khélis";"1"
"Khéphren";"1"
"Kiba";"1"
"Kienzola";"1"
"Kikunda";"1"
"Kilian";"3"
"Kiliane";"1"
"Kiliann";"1"
"Killian";"9"
"Killien";"1"
"Killyan";"1"
"Kilyan";"2"
"Kimi";"1"
"Kingsley";"2"
"Kintana";"1"
"Klaus";"1"
"Kléri";"1"
"Kleyveens";"1"
"Koba";"1"
"Kodjo";"1"
"Koffi";"1"
"Koly";"1"
"Korab";"1"
"Korantin";"1"
"Koray";"1"
"Koren";"1"
"Kossi";"1"
"Kouroufia";"1"
"Krys";"2"
"Kryss";"1"
"Kurtis";"1"
"Kurtys";"1"
"Kwider";"1"
"Kwouni";"1"
"Kyan";"1"
"Kylan";"1"
"Kyle-Warreeck";"1"
"Kylian";"15"
"Kyliane";"2"
"Kyliann";"2"
"Kyllian";"5"
"Ladji";"3"
"Laïd";"1"
"Lakhdar";"1"
"Lamfia";"1"
"Lamine";"8"
"Lancelot";"1"
"Landry";"3"
"Lanroy";"1"
"Laôni";"1"
"Larios";"1"
"Larry";"1"
"Lassana";"8"
"Lassine";"1"
"Latta";"1"
"Latufe";"1"
"Laurent";"5"
"Laurenzo";"1"
"Layan";"1"
"Layvin";"2"
"Léandre";"1"
"Leandro";"1"
"Léandro";"1"
"Lebrèche";"1"
"Lee Marving";"1"
"Lenaick";"1"
"Lendon";"1"
"Lenny";"22"
"Leny";"10"
"Lény";"1"
"Leo";"1"
"Léo";"20"
"Léo-Paul";"1"
"Léon";"2"
"Léonard";"1"
"Léonardo";"1"
"Léopold";"3"
"Leroy";"2"
"Lesley";"1"
"Lévi Ntumba";"1"
"Lévy";"1"
"Leygley Adou";"1"
"Leyti";"1"
"Liam";"2"
"Liamine";"1"
"Liassine";"1"
"Lilian";"18"
"Lillian";"1"
"Lindjeck";"1"
"Lino";"3"
"Lionel";"5"
"Lionel Ngangué";"1"
"Lionnel";"2"
"Lisandro";"1"
"Lisandru";"3"
"Lishad";"1"
"Listner";"1"
"Lloyd";"1"
"Loan";"5"
"Loevan";"1"
"Logan";"2"
"Lohan";"2"
"Lohann";"1"
"Loïc";"16"
"Loïck";"2"
"Lois";"1"
"Loïs";"3"
"Loni";"1"
"Lony";"1"
"Loody";"1"
"Loreintz";"1"
"Lorenz";"1"
"Lorenzo";"13"
"Lorick";"2"
"Lorik";"1"
"Loris";"5"
"Lorys";"2"
"Lossémy";"1"
"Lou";"1"
"Louan";"1"
"Loucas";"1"
"Louis";"37"
"Louis Valentin";"1"
"Louison";"1"
"Louka";"4"
"Loum";"1"
"Loup";"1"
"Loup-Diwan";"1"
"Luan";"1"
"Lubin";"1"
"Luc";"1"
"Luca";"9"
"Lucas";"64"
"Lucien";"1"
"Ludéric";"1"
"Ludmiany";"1"
"Ludovic";"8"
"Luigi";"1"
"Luis";"1"
"Luis Martínez";"1"
"Luka";"2"
"Lukas";"1"
"Luke";"1"
"Lyes";"2"
"Lys";"1"
