"name";"weight"
"Boullif";"1"
"Boulois";"1"
"Boulouiz";"1"
"Boumaaoui";"1"
"Bounaas";"1"
"Boune";"1"
"Bouneb";"1"
"Bounouar";"1"
"Bouquet";"1"
"Boura";"2"
"Bourabaa";"1"
"Bourabia";"1"
"Bourahla";"1"
"Bouramala";"1"
"Bourdin";"2"
"Bourdon-Rey";"1"
"Bourgaud";"1"
"Bourgault";"1"
"Bouriaud";"1"
"Bourichon";"1"
"Bourigeaud";"2"
"Bourimech";"1"
"Bourlard";"1"
"Bourlès";"1"
"Bournazeix";"1"
"Bourny";"1"
"Bourouis Belle";"1"
"Bousbaine";"1"
"Bousnina";"1"
"Bousquiere";"1"
"Boussadia";"2"
"Boussaid";"1"
"Boussaïd";"1"
"Bousseaden";"1"
"Boussou";"1"
"Boustouler";"1"
"Bouteix";"1"
"Boutellaa";"1"
"Bouter";"1"
"Boutera";"1"
"Boutin";"1"
"Boutobba";"1"
"Boutoutaou";"1"
"Boutrah";"1"
"Bouttier";"1"
"Bouvier";"1"
"Bouvil";"1"
"Bouyadel";"1"
"Bouyahmed";"1"
"Bouyer";"1"
"Bouygue";"1"
"Bouzaiene";"1"
"Bouzamita";"1"
"Bouzamoucha";"1"
"Bouzar";"1"
"Bouzou";"1"
"Bova";"1"
"Bovis";"1"
"Bowat";"1"
"Boyélé";"1"
"Boyer";"2"
"Boyomo";"1"
"Bozkurt";"1"
"Bozok";"1"
"Braat";"1"
"Brad Mantsounga";"1"
"Brahimi";"4"
"Brahmi";"1"
"Braillon";"1"
"Branca";"1"
"Brandy";"1"
"Branger-Engone";"1"
"Brassier";"1"
"Brault";"1"
"Brault-Guillard";"1"
"Breem";"1"
"Bregardis";"1"
"Brelivet";"1"
"Bretagne";"1"
"Bretelle";"1"
"Breton";"1"
"Breuil";"1"
"Briançon";"1"
"Brieg";"1"
"Briere";"1"
"Brignone";"1"
"Brissaud";"1"
"Brochoire";"1"
"Broliron Bertin";"1"
"Bronn";"1"
"Brun";"4"
"Bruneel";"1"
"Brunerol";"1"
"Brunet";"2"
"Brunetton";"1"
"Brusco";"1"
"Bruyère";"2"
"Brym";"1"
"Buades";"1"
"Buaillon";"1"
"Buayi-Kiala";"1"
"Buffard";"1"
"Buisson";"1"
"Bulaba";"1"
"Bulens";"1"
"Bultel";"1"
"Bulut";"1"
"Bumbu";"1"
"Buni Jorge";"1"
"Buon";"1"
"Bur";"1"
"Burban";"1"
"Burek";"1"
"Burgho";"1"
"Burgos";"1"
"Burnel";"1"
"Bury";"1"
"Busin";"1"
"Bussmann";"1"
"Butelle";"1"
"Butez";"1"
"Butrot";"1"
"Buyrukcan";"1"
"Bylansa";"1"
"Cabarrou";"1"
"Cabaton";"1"
"Cabaye";"1"
"Cabella";"1"
"Cabral";"3"
"Cabrol";"1"
"Cachenaut";"1"
"Caci";"1"
"Cadamuro";"1"
"Cadeau";"1"
"Cadet";"1"
"Cadiou";"2"
"Cadoche";"1"
"Cafaro";"1"
"Cagnon";"1"
"Caillard";"1"
"Cakin";"1"
"Cal";"2"
"Calant";"1"
"Calderara";"1"
"Calisto";"1"
"Callegari";"1"
"Callens";"1"
"Calmes";"1"
"Calodat";"1"
"Calvet";"1"
"Camacho";"1"
"Camara";"41"
"Camavinga";"1"
"Camblan";"1"
"Camélé";"1"
"Camelo";"1"
"Camolli";"1"
"Campanella";"1"
"Campanini";"1"
"Camus";"1"
"Canalès";"1"
"Canelhas";"1"
"Canovas";"1"
"Cantero";"1"
"Canvot";"1"
"Caoki";"1"
"Capelle";"1"
"Capo-Chichi";"1"
"Capon";"1"
"Capoue";"1"
"Cappe";"1"
"Cappellari";"1"
"Caprice";"1"
"Caprini";"1"
"Capuano";"1"
"Caqueret";"1"
"Cara";"1"
"Caramel";"1"
"Carbon";"1"
"Carbone";"1"
"Carbonero";"1"
"Cardinale";"1"
"Cardinali";"1"
"Cardona";"1"
"Carion";"1"
"Carlier";"1"
"Carlotti";"1"
"Carneiro";"2"
"Carnot";"1"
"Caro";"1"
"Caroff";"1"
"Carole";"2"
"Carpentier";"1"
"Carrique";"1"
"Cartillier";"1"
"Carvalho";"2"
"Casadeï";"1"
"Casimir";"1"
"Cassagne";"1"
"Cassara";"1"
"Cassourret";"1"
"Cassubie";"1"
"Castaing";"1"
"Castelletto";"1"
"Castera";"1"
"Castet Bellocq";"1"
"Castro";"1"
"Cateland";"1"
"Cathelineau";"1"
"Cathline";"1"
"Caubet";"1"
"Caumeil";"1"
"Caumet";"1"
"Caumont";"1"
"Cavaré";"1"
"Cave";"1"
"Cavion";"1"
"Cayet";"1"
"Cayssol";"1"
"Cedille";"1"
"Célestin";"1"
"Célestine";"2"
"Cenatiempo";"1"
"Centonze";"1"
"Cervantes";"1"
"Cestor";"1"
"Çetiner";"1"
"Cétout";"1"
"Chaabi";"2"
"Chaban";"1"
"Chabane";"1"
"Chabot";"2"
"Chabrolin";"1"
"Chabrolle";"1"
"Chader";"1"
"Chadet";"1"
"Chafii";"1"
"Chafik";"1"
"Chagour";"1"
"Chah";"1"
"Chahid";"2"
"Chahiri";"1"
"Chahlafi";"1"
"Chaib";"1"
"Chaïbi";"2"
"Chaigneau";"1"
"Chalabi";"1"
"Chamakh";"1"
"Chambon";"2"
"Chambost";"1"
"Champommier";"1"
"Chanez";"1"
"Chapelle";"1"
"Chaplais Carletti";"1"
"Chapuis";"1"
"Charbonnier";"1"
"Chardonnet";"1"
"Chariag";"1"
"Charid";"1"
"Charifou";"1"
"Charlier";"2"
"Charpentier";"1"
"Charros";"1"
"Charveys";"1"
"Chasseport";"1"
"Chastang";"1"
"Chatelain";"1"
"Châtelain";"1"
"Chatiliez";"1"
"Chauvet";"2"
"Chauvier";"1"
"Chauvin";"1"
"Chavalerin";"1"
"Chayebi";"1"
"Chebbi";"1"
"Cheikh";"2"
"Chekhab";"1"
